1,anyLib
2,bigassertr
3,bigparallelr
4,bigstatsr
5,bnlearn
6,Compositional
7,conflicted
8,corpcor
9,dcov
10,diptest
11,Directional
12,emplik
13,ff
14,FlexDir
15,flexmix
16,flock
17,fpc
18,gaston
19,ggfortify
20,laeken
21,mixture
22,MM4LMM
23,modeltools
24,mvhtests
25,NADA
26,pchc
27,perry
28,pls
29,prabclus
30,RcppGSL
31,RcppZiggurat
32,regda
33,Rfast
34,Rfast2
35,rmio
36,Rnanoflann
37,robCompositions
38,robustHD
39,rrcov
40,sommer
41,statgenGWAS
42,vcd
43,VIM
44,zCompositions
45,phyr
46,proj4
47,Rmpi
48,abcrf
49,abind
50,ade4
51,adegenet
52,adegraphics
53,adehabitatMA
54,adephylo
55,adespatial
56,ADGofTest
57,admisc
58,affxparser
59,affy
60,affyio
61,agricolae
62,AlgDesign
63,alluvial
64,amap
65,ANCOMBC
66,anndata
67,annotables
68,annotate
69,AnnotationDbi
70,AnnotationFilter
71,AnnotationHub
72,anytime
73,aod
74,apcluster
75,ape
76,apeglm
77,aplot
78,ArchR
79,argparse
80,aricode
81,aroma.light
82,ash
83,ashr
84,askpass
85,asnipe
86,assertthat
87,AUCell
88,aweSOM
89,babelgene
90,babelwhale
91,backports
92,base
93,base64
94,base64enc
95,base64url
96,basilisk
97,basilisk.utils
98,BAT
99,batchelor
100,bayesm
101,bayesplot
102,bayestestR
103,bbmle
104,bcellViper
105,bdsmatrix
106,beachmat
107,beanplot
108,beeswarm
109,betapart
110,BH
111,BiasedUrn
112,bigD
113,Biobase
114,BiocBaseUtils
115,BiocFileCache
116,BiocGenerics
117,BiocIO
118,BiocManager
119,BiocNeighbors
120,BiocParallel
121,BiocSingular
122,BiocStyle
123,BiocVersion
124,biocViews
125,BiodiversityR
126,biomaRt
127,biomformat
128,biomod2
129,bioseq
130,biosigner
131,Biostrings
132,biovizBase
133,bit
134,bit64
135,bitops
136,blob
137,bluster
138,bookdown
139,boot
140,brew
141,brio
142,broom
143,broom.helpers
144,BSgenome
145,BSgenome.Cfamiliaris.UCSC.canFam3
146,BSgenome.Hsapiens.1000genomes.hs37d5
147,BSgenome.Hsapiens.UCSC.hg19
148,BSgenome.Hsapiens.UCSC.hg19.masked
149,BSgenome.Hsapiens.UCSC.hg38
150,BSgenome.Mmusculus.UCSC.mm10
151,bslib
152,bsseq
153,bumphunter
154,BUSpaRse
155,ca
156,cachem
157,Cairo
158,calibrate
159,callr
160,capushe
161,car
162,carData
163,caret
164,carrier
165,caTools
166,celda
167,celldex
168,CelliD
169,CellMixS
170,cellranger
171,centiserve
172,ChAMP
173,ChAMPdata
174,checkmate
175,ChIPpeakAnno
176,ChIPseeker
177,chromoMap
178,chromVAR
179,chron
180,cicero
181,CINNA
182,circlize
183,Ckmeans.1d.dp
184,class
185,ClassDiscovery
186,classInt
187,cli
188,clipr
189,clock
190,clue
191,cluster
192,clusterGeneration
193,clustermq
194,clusterProfiler
195,clustree
196,clv
197,cn.mops
198,CNEr
199,coda
200,codep
201,codetools
202,codyn
203,CoGAPS
204,colorspace
205,colourpicker
206,combinat
207,commonmark
208,compiler
209,ComplexHeatmap
210,ComplexUpset
211,compositions
212,concaveman
213,conflicted
214,coop
215,copula
216,coro
217,corpcor
218,corrgram
219,corrplot
220,coseq
221,countrycode
222,cowplot
223,cpp11
224,crayon
225,credentials
226,crosstalk
227,crul
228,cubature
229,curl
230,cvTools
231,dada2
232,dartR
233,dartR.data
234,data.table
235,datamods
236,datasets
237,datawizard
238,DBI
239,dbplyr
240,dbscan
241,DDRTree
242,debrowser
243,debugme
244,DECIPHER
245,decontam
246,decoupleR
247,DelayedArray
248,DelayedMatrixStats
249,deldir
250,dendextend
251,densEstBayes
252,DEoptim
253,DEoptimR
254,DEP
255,derfinder
256,derfinderHelper
257,Deriv
258,desc
259,DescTools
260,DESeq2
261,deSolve
262,devtools
263,diagram
264,dichromat
265,DiffBind
266,diffobj
267,digest
268,dir.expiry
269,DirichletMultinomial
270,dismo
271,distr
272,distributional
273,dittoSeq
274,DMRcate
275,DNAcopy
276,DNAZooData
277,doBy
278,docopt
279,doFuture
280,doMC
281,doParallel
282,doRNG
283,dorothea
284,DOSE
285,doSNOW
286,dotCall64
287,downlit
288,downloader
289,dplyr
290,dqrng
291,DRIMSeq
292,DropletUtils
293,DT
294,dtplyr
295,dtw
296,dynamicTreeCut
297,dynparam
298,dynutils
299,dynwrap
300,e1071
301,earth
302,easyCODA
303,ecodist
304,ECOSolveR
305,edgeR
306,eds
307,effects
308,effectsize
309,egg
310,eisaR
311,ellipse
312,ellipsis
313,emdbook
314,emmeans
315,energy
316,EnhancedVolcano
317,EnrichedHeatmap
318,EnrichmentBrowser
319,enrichplot
320,enrichR
321,EnsDb.Hsapiens.v75
322,EnsDb.Hsapiens.v86
323,ensembldb
324,entropy
325,escape
326,esquisse
327,estimability
328,etrunct
329,evaluate
330,Exact
331,exomeCopy
332,ExomeDepth
333,ExperimentHub
334,ExploreModelMatrix
335,expm
336,ExPosition
337,extrafont
338,extrafontdb
339,factoextra
340,FactoInvestigate
341,FactoMineR
342,Factoshiny
343,fansi
344,farver
345,fastcluster
346,fastDummies
347,fastICA
348,fastmap
349,fastmatch
350,fBasics
351,FD
352,fda
353,FDb.InfiniumMethylation.hg19
354,fdrtool
355,fds
356,feather
357,fgsea
358,fields
359,filelock
360,filematrix
361,findpython
362,fishpond
363,fitdistrplus
364,flashClust
365,float
366,fMultivar
367,FNN
368,fontawesome
369,forcats
370,foreach
371,forecast
372,foreign
373,formatR
374,formattable
375,Formula
376,formula.tools
377,fourDNData
378,fracdiff
379,fresh
380,fs
381,fst
382,fstcore
383,furrr
384,futile.logger
385,futile.options
386,future
387,future.apply
388,gage
389,gap
390,gap.datasets
391,gargle
392,gbm
