1,ape
2,base64enc
3,BH
4,Biobase
5,BiocGenerics
6,BiocManager
7,bit
8,bit64
9,bitops
10,blob
11,brew
12,broom
13,bslib
14,cachem
15,callr
16,car
17,carData
18,caTools
19,cellranger
20,checkmate
21,classInt
22,cli
23,clipr
24,clusterGeneration
25,combinat
26,commonmark
27,conquer
28,corrplot
29,covr
30,cowplot
31,cpp11
32,credentials
33,crosstalk
34,data.table
35,DBI
36,dendextend
37,desc
38,devtools
39,dichromat
40,dplyr
41,DT
42,e1071
43,edgeR
44,egg
45,ellipse
46,expm
47,factoextra
48,FactoMineR
49,fastmap
50,fastmatch
51,flashClust
52,fontawesome
53,formatR
54,Formula
55,fs
56,futile.logger
57,futile.options
58,gclus
59,generics
60,GenomeInfoDbData
61,gert
62,ggplot2
63,ggpubr
64,ggrepel
65,ggsci
66,ggsignif
67,gh
68,gitcreds
69,gplots
70,graph
71,gridExtra
72,gtools
73,haven
74,heatmap.plus
75,highr
76,Hmisc
77,hms
78,htmlTable
79,htmltools
80,htmlwidgets
81,httpuv
82,httr
83,hwriter
84,igraph
85,ini
86,IRanges
87,jpeg
88,jquerylib
89,jsonlite
90,knitr
91,lambda.r
92,later
93,latticeExtra
94,leaps
95,lifecycle
96,limma
97,lme4
98,locfit
99,maps
100,maptools
101,markdown
102,MatrixGenerics
103,MatrixModels
104,matrixStats
105,memoise
106,minqa
107,mnormt
108,nloptr
109,numDeriv
110,openxlsx
111,pbkrtest
112,pkgbuild
113,plogr
114,plotrix
115,plyr
116,png
117,polynom
118,processx
119,progress
120,promises
121,ProtGenerics
122,proxy
123,purrr
124,qap
125,quadprog
126,quantreg
127,R.methodsS3
128,R.oo
129,R.utils
130,rappdirs
131,raster
132,RBGL
133,rcmdcheck
134,Rcpp
135,RCurl
136,readr
137,readxl
138,registry
139,rematch
140,remotes
141,reshape
142,reshape2
143,Rgraphviz
144,rhdf5
145,rhdf5filters
146,Rhdf5lib
147,Rhtslib
148,rio
149,rlang
150,roxygen2
151,RSQLite
152,rstatix
153,rstudioapi
154,rversions
155,s2
156,S4Vectors
157,sass
158,scatterplot3d
159,sessioninfo
160,sf
161,shiny
162,snow
163,sourcetools
164,sp
165,SparseM
166,stringi
167,stringr
168,tidyr
169,tidyselect
170,tmvnsim
171,TopDom
172,TSP
173,tzdb
174,units
175,usethis
176,vctrs
177,viridis
178,viridisLite
179,vroom
180,wavethresh
181,webshot
182,whisker
183,withr
184,wk
185,xfun
186,XML
187,xml2
188,xopen
189,xtable
190,zip
191,zlibbioc
192,Rcpp
193,wk
194,abind
195,askpass
196,assertthat
197,backports
198,base
199,base64enc
200,bit
201,bit64
202,blob
203,boot
204,brew
205,brio
206,broom
207,bslib
208,cachem
209,callr
210,carData
211,cellranger
212,class
213,classInt
214,cli
215,clipr
216,cluster
217,coda
218,codetools
219,colorspace
220,commonmark
221,compiler
222,conflicted
223,covr
224,cpp11
225,crayon
226,credentials
227,curl
228,data.table
229,datasets
230,DBI
231,dbplyr
232,desc
233,devtools
234,diffobj
235,digest
236,doMPI
237,doParallel
238,dplyr
239,dtplyr
240,e1071
241,ellipsis
242,evaluate
243,expm
244,fansi
245,farver
246,fastmap
247,feather
248,fontawesome
249,forcats
250,foreach
251,foreign
252,fs
253,gargle
254,generics
255,geometry
256,geos
257,gert
258,ggplot2
259,gh
260,gitcreds
261,glue
262,gmp
263,googledrive
264,googlesheets4
265,graphics
266,grDevices
267,grid
268,gtable
269,haven
270,highr
271,hms
272,htmltools
273,httr
274,ids
275,igraph
276,ini
277,isoband
278,iterators
279,jquerylib
280,jsonlite
281,KernSmooth
282,knitr
283,labeling
284,lattice
285,lazyeval
286,libgeos
287,lifecycle
288,linprog
289,lpSolve
290,lubridate
291,magic
292,magrittr
293,maptools
294,markdown
295,MASS
296,Matrix
297,matrixcalc
298,MatrixModels
299,memoise
300,methods
301,mgcv
302,mime
303,minqa
304,mockr
305,modelr
306,msm
307,munsell
308,mvtnorm
309,nimble
310,nlme
311,nnet
312,openssl
313,parallel
314,pillar
315,pkgbuild
316,pkgconfig
317,pkgload
318,praise
319,prettyunits
320,processx
321,progress
322,PROJ
323,proj4
324,proxy
325,ps
326,purrr
327,quantreg
328,R6
329,ragg
330,randomForest
331,rappdirs
332,raster
333,rcmdcheck
334,RColorBrewer
335,Rcpp
336,RcppArmadillo
337,RcppEigen
338,RcppParallel
339,RcppProgress
340,readr
341,readxl
342,rematch
343,rematch2
344,remotes
345,reprex
346,rex
347,rgdal
348,rgeos
349,rlang
350,RMark
351,rmarkdown
352,Rmpi
353,roxygen2
354,rpart
355,rprojroot
356,rstudioapi
357,rsvg
358,rversions
359,rvest
360,sass
361,scales
362,selectr
363,sessioninfo
364,sf
365,sp
366,SparseM
367,spatial
368,splines
369,stats
370,stats4
371,stringi
372,stringr
373,survival
374,sys
375,systemfonts
376,tcltk
377,testthat
378,textshaping
379,tibble
380,tidyr
381,tidyselect
382,tidyverse
383,timechange
384,tinytex
385,tools
386,tzdb
387,units
388,unix
389,usethis
390,utf8
391,utils
392,uuid
393,vctrs
394,viridisLite
395,vroom
396,waldo
397,whisker
398,withr
399,xfun
400,xml2
401,xopen
402,yaml
403,zip
