1,abind
2,backports
3,bayesplot
4,BH
5,callr
6,checkmate
7,cli
8,coda
9,cpp11
10,desc
11,digest
12,distributional
13,doParallel
14,dplyr
15,farver
16,foreach
17,future
18,future.apply
19,generics
20,ggplot2
21,ggridges
22,globals
23,glue
24,gridExtra
25,gtable
26,inline
27,isoband
28,iterators
29,labeling
30,lifecycle
31,listenv
32,loo
33,matrixStats
34,numDeriv
35,parallelly
36,pillar
37,pkgbuild
38,plyr
39,posterior
40,processx
41,ps
42,purrr
43,QuickJSR
44,R6
45,RColorBrewer
46,Rcpp
47,RcppParallel
48,reshape2
49,rjags
50,rlang
51,rstantools
52,runjags
53,S7
54,scales
55,stringi
56,stringr
57,tensorA
58,tibble
59,tidyr
60,tidyselect
61,utf8
62,vctrs
63,viridisLite
64,withr
65,base
66,bit
67,bit64
68,blob
69,boot
70,class
71,cluster
72,codetools
73,compiler
74,datasets
75,DBI
76,ellipsis
77,fastmatch
78,foreign
79,glue
80,graphics
81,grDevices
82,grid
83,jsonlite
84,KernSmooth
85,lattice
86,magrittr
87,MASS
88,Matrix
89,methods
90,mgcv
91,nlme
92,nnet
93,parallel
94,pkgconfig
95,plogr
96,plotrix
97,rlang
98,Rmpi
99,rpart
100,spatial
101,splines
102,stats
103,stats4
104,survival
105,tcltk
106,tools
107,utils
108,vctrs
